TOKEN	NE-COARSE-LIT	NE-COARSE-METO
und	O	O
das	O	O
gute	O	O
Buch	O	O
geweckt	O	O
und	O	O
stark	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fgtjh8k%2fpages%2f2/2322,2370,693,47/full/0/default.jpg
gefördert	O	O
.	O	O
Eine	O	O
besondere	O	O
Stellung	O	O
aber	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fgtjh8k%2fpages%2f2/2322,2407,676,43/full/0/default.jpg
nahm	O	O
in	O	O
diesen	O	O
weitverzweigten	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fgtjh8k%2fpages%2f2/2320,2442,695,49/full/0/default.jpg
Propagandaarbeilen	O	O
die	O	O
Werbetätigkeit	O	O
der	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fgtjh8k%2fpages%2f2/2320,2478,676,47/full/0/default.jpg
Schweizer	O	O
katholischen	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fgtjh8k%2fpages%2f2/3054,1657,673,48/full/0/default.jpg
Volksbuchgemeinde	O	O
,	O	O
die	O	O
von	O	O
mehr	O	O
als	O	O
500	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fgtjh8k%2fpages%2f2/3053,1691,693,45/full/0/default.jpg
ehrenamtlichen	O	O
Vertrauensleuten	O	O
für	O	O
das	O	O
gute	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fgtjh8k%2fpages%2f2/3053,1728,675,44/full/0/default.jpg
Buch	O	O
entfaltet	O	O
wurde	O	O
:	O	O
2000	O	O
neue	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fgtjh8k%2fpages%2f2/3053,1763,674,49/full/0/default.jpg
Mitglieder	O	O
wurden	O	O
in	O	O
zwei	O	O
Monaten	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fgtjh8k%2fpages%2f2/3054,1805,690,40/full/0/default.jpg
gewonnen	O	O
und	O	O
ungezählte	O	O
gute	O	O
Bücher	O	O
wurden	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fgtjh8k%2fpages%2f2/3055,1835,672,43/full/0/default.jpg
im	O	O
Volke	O	O
bekannt	O	O
gemacht	O	O
und	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fgtjh8k%2fpages%2f2/3054,1872,673,42/full/0/default.jpg
verbreitet	O	O
.	O	O
Dieses	O	O
herrliche	O	O
Resultat	O	O
läßt	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fgtjh8k%2fpages%2f2/3053,1908,692,44/full/0/default.jpg
erwarten	O	O
,	O	O
daß	O	O
das	O	O
katholische	O	O
Verlagswesen	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fgtjh8k%2fpages%2f2/3053,1942,691,43/full/0/default.jpg
und	O	O
der	O	O
katholische	O	O
Buchhandel	O	O
einen	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fgtjh8k%2fpages%2f2/3053,1983,676,38/full/0/default.jpg
neuen	O	O
vielversprechenden	O	O
Aufstieg	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fgtjh8k%2fpages%2f2/3054,2012,206,47/full/0/default.jpg
erfahren	O	O
wird	O	O
.	O	O

# language = de
# newspaper = luxwort
# date = 1948-06-04
# document_id = luxwort-1948-06-04-a-i0050
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fkrc4hb%2fpages%2f8/3121,224,565,57/full/0/default.jpg
Die	O	O
neue	O	O
Regierung	O	O
der	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fkrc4hb%2fpages%2f8/3133,274,539,60/full/0/default.jpg
südafrikanischen	B-org	O
Union	I-org	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fkrc4hb%2fpages%2f8/3094,337,638,50/full/0/default.jpg
Pretoria	B-loc	O
,	O	O
4	O	O
.	O	O
Juni	O	O
.	O	O
(	O	O
AP	B-org	O
)	O	O
Der	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fkrc4hb%2fpages%2f8/3057,376,689,48/full/0/default.jpg
südafrikanische	B-pers	O
Ministerpräsident	I-pers	O
,	I-pers	O
Dr	I-pers	O
.	I-pers	O
D	I-pers	O
.	I-pers	O
F	I-pers	O
.	I-pers	O
Malan	I-pers	O
,	I-pers	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fkrc4hb%2fpages%2f8/3055,415,692,55/full/0/default.jpg
gab	O	O
gestern	O	O
die	O	O
Zusammensetzung	O	O
seines	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fkrc4hb%2fpages%2f8/3056,454,691,49/full/0/default.jpg
Kabinetts	O	O
bekannt	O	O
,	O	O
dem	O	O
außer	O	O
ihm	O	O
neun	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fkrc4hb%2fpages%2f8/3055,494,677,55/full/0/default.jpg
Mitglieder	O	O
seiner	O	O
Nationalisten	B-org	O
-	I-org	O
Partei	I-org	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fkrc4hb%2fpages%2f8/3055,535,691,54/full/0/default.jpg
angehören	O	O
.	O	O
Nur	O	O
der	O	O
Finanzminister	B-pers	O
Havenga	I-pers	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fkrc4hb%2fpages%2f8/3056,577,691,44/full/0/default.jpg
ist	O	O
Mitglied	O	O
der	O	O
Afrikaner	B-org	O
-	I-org	O
Partei	I-org	O
.	O	O
Das	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fkrc4hb%2fpages%2f8/3054,615,695,47/full/0/default.jpg
Auèenministerrium	O	O
hat	O	O
Dr	B-pers	O
.	I-pers	O
Malan	I-pers	O
selber	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fkrc4hb%2fpages%2f8/3055,653,677,48/full/0/default.jpg
übernommen	O	O
.	O	O
Zum	O	O
Finanzminister	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fkrc4hb%2fpages%2f8/3054,693,694,47/full/0/default.jpg
bestellte	O	O
er	O	O
N	B-pers	O
.	I-pers	O
C	I-pers	O
.	I-pers	O
Havenga	I-pers	O
,	O	O
der	O	O
denselben	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fkrc4hb%2fpages%2f8/3056,732,692,48/full/0/default.jpg
Posten	O	O
von	B-time	O
1924	I-time	O
bis	I-time	O
1939	I-time	O
unter	O	O
General	B-pers	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fkrc4hb%2fpages%2f8/3055,772,675,55/full/0/default.jpg
Hertzog	I-pers	O
bekleidet	O	O
hatte	O	O
.	O	O
Mit	O	O
den	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fkrc4hb%2fpages%2f8/3056,811,693,55/full/0/default.jpg
Angelegenheiten	O	O
der	O	O
Eingeborenen	O	O
betraute	O	O
er	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fkrc4hb%2fpages%2f8/3056,851,693,47/full/0/default.jpg
Dr	I-pers	O
.	I-pers	O
E	I-pers	O
.	I-pers	O
G	I-pers	O
.	I-pers	O
Jansen	I-pers	O
,	O	O
der	O	O
dieses	O	O
Amt	O	O
bereits	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fkrc4hb%2fpages%2f8/3056,901,692,36/full/0/default.jpg
vnn	I-time	O
1929	I-time	O
bis	I-time	O
1933	I-time	O
innehatte	O	O
.	O	O
Jansen	B-pers	O
wird	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fkrc4hb%2fpages%2f8/3055,929,676,49/full/0/default.jpg
voraussichtlich	O	O
auch	O	O
zum	O	O
Sprecher	O	O
der	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fkrc4hb%2fpages%2f8/3055,973,694,51/full/0/default.jpg
Regierung	O	O
ernannt	O	O
werden	O	O
.	O	O
Der	O	O
Posten	O	O
eines	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fkrc4hb%2fpages%2f8/3055,1008,694,49/full/0/default.jpg
stellvertretenden	O	O
Ministerpräsidenten	O	O
ist	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fkrc4hb%2fpages%2f8/3055,1047,477,49/full/0/default.jpg
auf	O	O
der	O	O
Eiste	O	O
nicht	O	O
enthalten	O	O
.	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fkrc4hb%2fpages%2f8/3094,1098,640,47/full/0/default.jpg
Wie	O	O
Reuter	B-pers	O
meldet	O	O
,	O	O
stellt	O	O
sich	O	O
die	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fkrc4hb%2fpages%2f8/3057,1139,692,45/full/0/default.jpg
definitive	O	O
Zusammensetzung	O	O
des	O	O
Parlamentes	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fkrc4hb%2fpages%2f8/3056,1176,691,48/full/0/default.jpg
nunmehr	O	O
wie	O	O
folgt	O	O
:	O	O
Nationalisten	B-org	O
70	O	O
Sitze	O	O
,	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fkrc4hb%2fpages%2f8/3056,1215,677,55/full/0/default.jpg
Einheitspartei	I-org	O
65	O	O
,	O	O
Afrikaner	B-org	O
-	I-org	O
Partei	I-org	O
9	O	O
,	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fkrc4hb%2fpages%2f8/3055,1255,317,48/full/0/default.jpg
Labour	B-org	O
-	I-org	O
Partei	I-org	O
6	O	O
Sitze	O	O
.	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fkrc4hb%2fpages%2f8/3158,1313,490,48/full/0/default.jpg
Feldmarschall	B-pers	O
Smuts	I-pers	O
in	O	O
Athen	B-loc	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fkrc4hb%2fpages%2f8/3095,1370,640,51/full/0/default.jpg
Athen	B-loc	O
,	O	O
4	O	O
.	O	O
Juni	O	O
.	O	O
Feldmarschall	B-pers	O
Jan	I-pers	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fkrc4hb%2fpages%2f8/3055,1412,695,44/full/0/default.jpg
Christian	B-pers	O
Smuts	I-pers	O
traf	O	O
gestern	O	O
auf	O	O
der	O	O
Durchreise	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fkrc4hb%2fpages%2f8/3059,1452,691,44/full/0/default.jpg
in	O	O
Athen	B-loc	O
ein	O	O
,	O	O
von	O	O
wo	O	O
er	O	O
sich	O	O
heute	O	O
nach	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fkrc4hb%2fpages%2f8/3059,1489,691,48/full/0/default.jpg
dem	O	O
Haag	B-loc	O
begeben	O	O
wird	O	O
.	O	O
Er	O	O
wurde	O	O
von	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fkrc4hb%2fpages%2f8/3056,1528,680,55/full/0/default.jpg
Königin	I-pers	O
Frederika	I-pers	O
und	O	O
dem	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fkrc4hb%2fpages%2f8/3055,1567,695,49/full/0/default.jpg
stellvertretenden	B-pers	O
Ministerpräsidenten	I-pers	O
Tsaldaris	I-pers	O
begrüßt	O	O
.	O	O

# language = de
# newspaper = luxwort
# date = 1948-07-09
# document_id = luxwort-1948-07-09-a-i0038
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fhwbt6q%2fpages%2f1/897,4670,523,41/full/0/default.jpg
Der	O	O
Streik	O	O
der	O	O
Finanzbeamten	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fhwbt6q%2fpages%2f1/845,4703,647,48/full/0/default.jpg
Paris	B-loc	O
,	O	O
9	O	O
.	O	O
Juli	O	O
.	O	O
Die	O	O
Mehrzahl	O	O
der	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fhwbt6q%2fpages%2f1/812,4738,694,44/full/0/default.jpg
Finanzbeamten	O	O
leistete	O	O
gestern	O	O
dem	O	O
von	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fhwbt6q%2fpages%2f1/811,4774,678,44/full/0/default.jpg
der	O	O
Gewerkschaft	O	O
„	O	O
Force	B-org	O
ouvrière	I-org	O
""""	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fhwbt6q%2fpages%2f1/813,4809,694,45/full/0/default.jpg
proklamierten	O	O
Streik	O	O
Folge	O	O
.	O	O
Die	O	O
Bewegung	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fhwbt6q%2fpages%2f1/811,4844,680,47/full/0/default.jpg
erstreckt	O	O
sich	O	O
auf	O	O
das	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fhwbt6q%2fpages%2f1/811,4880,696,50/full/0/default.jpg
Finanzministerium	O	O
,	O	O
die	O	O
'	O	O
Steuererhebungsbüros	O	O
,	O	O
den	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fhwbt6q%2fpages%2f1/812,4914,680,45/full/0/default.jpg
Zentraldienst	O	O
der	O	O
Währungskontrolle	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fhwbt6q%2fpages%2f1/812,4952,695,44/full/0/default.jpg
sowie	O	O
die	O	O
Zollverwaltung	O	O
.	O	O
Infolgedessen	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fhwbt6q%2fpages%2f1/816,4986,673,44/full/0/default.jpg
'	O	O
vurden	O	O
gestern	O	O
an	O	O
vielen	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fhwbt6q%2fpages%2f1/814,5022,694,50/full/0/default.jpg
Grenzübergängen	O	O
,	O	O
u	O	O
.	O	O
a	O	O
.	O	O
auch	O	O
auf	O	O
dem	O	O
Flughafen	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fhwbt6q%2fpages%2f1/813,5063,677,38/full/0/default.jpg
von	O	O
Le	B-loc	O
Bourget	I-loc	O
,	O	O
die	O	O
Gepäcke	O	O
der	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fhwbt6q%2fpages%2f1/814,5092,439,44/full/0/default.jpg
Reisenden	O	O
nicht	O	O
kontrolliert	O	O
.	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fhwbt6q%2fpages%2f1/848,5124,642,48/full/0/default.jpg
Die	O	O
kommunistische	O	O
C	O	O
.	O	O
G	I-prod	O
.	I-prod	O
T	I-prod	O
.	I-prod	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fhwbt6q%2fpages%2f1/813,5163,694,43/full/0/default.jpg
unterstützt	O	O
den	O	O
Srteik	O	O
,	O	O
während	O	O
,	O	O
wie	O	O
gestern	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fhwbt6q%2fpages%2f1/816,5198,691,45/full/0/default.jpg
bereits	O	O
gemeldet	O	O
,	O	O
die	O	O
Confédération	B-org	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fhwbt6q%2fpages%2f1/813,5233,694,48/full/0/default.jpg
Française	I-org	O
des	I-org	O
Travailleurs	I-org	O
Chrétiens	I-org	O
,	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fhwbt6q%2fpages%2f1/814,5268,676,44/full/0/default.jpg
«	O	O
ich	O	O
ihren	O	O
definitiven	O	O
Entscheid	O	O
noch	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fhwbt6q%2fpages%2f1/817,5304,222,44/full/0/default.jpg
vorbehalten	O	O
hat	O	O
.	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fhwbt6q%2fpages%2f1/849,5338,640,44/full/0/default.jpg
In	O	O
den	O	O
gestrigen	O	O
späten	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fhwbt6q%2fpages%2f1/814,5374,677,44/full/0/default.jpg
Abendstunden	O	O
fand	O	O
ein	O	O
Ministerrat	O	O
über	O	O
die	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fhwbt6q%2fpages%2f1/816,5409,691,48/full/0/default.jpg
Forderungen	O	O
der	O	O
Finanzangestellten	O	O
statt	O	O
.	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fhwbt6q%2fpages%2f1/817,5444,691,43/full/0/default.jpg
Es	O	O
verlautet	O	O
jedoch	O	O
bis	O	O
jetzt	O	O
nichts	O	O
über	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fhwbt6q%2fpages%2f1/817,5479,411,48/full/0/default.jpg
die	O	O
gefaßten	O	O
Beschlüsse	O	O
.	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fhwbt6q%2fpages%2f1/850,5514,639,44/full/0/default.jpg
Die	O	O
C	B-prod	O
.	I-prod	O
G	I-prod	O
.	I-prod	O
T	I-prod	O
.	I-prod	O
proklamierte	O	O
heute	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fhwbt6q%2fpages%2f1/816,5553,675,44/full/0/default.jpg
morgen	O	O
den	O	O
Streik	O	O
in	O	O
den	O	O
elsässischen	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fhwbt6q%2fpages%2f1/817,5584,690,48/full/0/default.jpg
Kaligruben	O	O
.	O	O
„	O	O
Force	B-org	O
ouvrière	I-org	O
""""	O	O
schloß	O	O
sich	O	O
der	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fhwbt6q%2fpages%2f1/817,5619,267,47/full/0/default.jpg
Streikparole	O	O
an	O	O
.	O	O

# language = de
# newspaper = luxwort
# date = 1948-11-11
# document_id = luxwort-1948-11-11-a-i0044
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fwzdpr9%2fpages%2f5/4013,1040,148,41/full/0/default.jpg
URLAUB	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fwzdpr9%2fpages%2f5/3772,1078,648,45/full/0/default.jpg
für	O	O
ehemalige	O	O
Kriegsgefangene	O	O
in	O	O
der	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fwzdpr9%2fpages%2f5/3874,1110,443,45/full/0/default.jpg
Landwirtschaft	O	O
genehmigt	O	O
.	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fwzdpr9%2fpages%2f5/3787,1159,637,43/full/0/default.jpg
Der	O	O
Heimurlaub	O	O
für	O	O
ehemalige	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fwzdpr9%2fpages%2f5/3755,1196,670,48/full/0/default.jpg
Kriegsgefangene	O	O
ist	O	O
.	O	O
auch	O	O
diesjährig	O	O
wieder	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fwzdpr9%2fpages%2f5/3755,1231,666,49/full/0/default.jpg
genehmigt	O	O
worden	O	O
und	O	O
zwar	O	O
ab	O	O
10	O	O
.	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fwzdpr9%2fpages%2f5/3755,1267,687,53/full/0/default.jpg
November	O	O
,	O	O
für.die	O	O
3	O	O
westlichen	O	O
Zonen	O	O
,	O	O
mit	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fwzdpr9%2fpages%2f5/3755,1305,688,44/full/0/default.jpg
Ausnahme	O	O
der	O	O
Stadt	O	O
Berlin	B-loc	O
.	O	O
Für	O	O
die	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fwzdpr9%2fpages%2f5/3757,1339,685,45/full/0/default.jpg
amerikanische	O	O
und	O	O
englische	O	O
Zone	O	O
sind	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fwzdpr9%2fpages%2f5/3758,1378,686,44/full/0/default.jpg
14	O	O
Tage	O	O
,	O	O
während	O	O
für	O	O
die	O	O
französische	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fwzdpr9%2fpages%2f5/3758,1415,686,45/full/0/default.jpg
Zone	I-loc	O
10	O	O
Tage	O	O
gestattet	O	O
sind	O	O
.	O	O
Für	O	O
die	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fwzdpr9%2fpages%2f5/3758,1450,686,45/full/0/default.jpg
Formalitäten	O	O
wende	O	O
man	O	O
sich	O	O
an	O	O
die	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fwzdpr9%2fpages%2f5/3757,1484,666,48/full/0/default.jpg
Gemeindeverwaltungen	O	O
,	O	O
die	O	O
gemäß	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fwzdpr9%2fpages%2f5/3758,1522,685,45/full/0/default.jpg
Rundschreiben	O	O
Nr	O	O
.	O	O
14	O	O
vom	B-time	O
16	I-time	O
Januar	I-time	O
1948	I-time	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fwzdpr9%2fpages%2f5/3759,1560,306,43/full/0/default.jpg
verfahren	O	O
werden	O	O
.	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fwzdpr9%2fpages%2f5/3791,1596,653,43/full/0/default.jpg
Für	O	O
die	O	O
französische	O	O
besetzte	B-loc	O
Zone	I-loc	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fwzdpr9%2fpages%2f5/3758,1632,686,45/full/0/default.jpg
kann	O	O
der	O	O
Urlaub	O	O
nur	O	O
erteilt	O	O
werden	O	O
,	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fwzdpr9%2fpages%2f5/3758,1676,666,37/full/0/default.jpg
wenn	O	O
der	O	O
Urlauber	O	O
im	O	O
Besitze	O	O
einer	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fwzdpr9%2fpages%2f5/3758,1704,685,50/full/0/default.jpg
Bescheinigung	O	O
ist	O	O
,	O	O
aus	O	O
der	O	O
hervorgeht	O	O
,	O	O
daß	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fwzdpr9%2fpages%2f5/3757,1749,689,37/full/0/default.jpg
er	O	O
im	O	O
Urlaubsort	O	O
Unterkunft	O	O
findet	O	O
.	O	O
Die	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fwzdpr9%2fpages%2f5/3759,1775,687,48/full/0/default.jpg
Unterkunft	O	O
-	O	O
Bescheinigungen	O	O
müsesn	O	O
vom	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fwzdpr9%2fpages%2f5/3759,1814,688,49/full/0/default.jpg
zuständigen	O	O
Kreisdelegierten	O	O
ausgestellt	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fwzdpr9%2fpages%2f5/3760,1852,687,45/full/0/default.jpg
sein	O	O
.	O	O
Jeder	O	O
Urlauber	O	O
erhält	O	O
eine	O	O
Lizenz	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fwzdpr9%2fpages%2f5/3761,1888,686,44/full/0/default.jpg
über	O	O
die	O	O
übliche	O	O
5	O	O
kg	O	O
Lebensmittel	O	O
und	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fwzdpr9%2fpages%2f5/3761,1925,237,44/full/0/default.jpg
Raucherwaren	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fwzdpr9%2fpages%2f5/3818,1959,628,49/full/0/default.jpg
(	O	O
Mitget	O	O
.	O	O
vom	O	O
Ackerbauministerium	O	O
)	O	O
i	O	O

# language = de
# newspaper = tageblatt
# date = 1918-04-23
# document_id = tageblatt-1918-04-23-a-i0010
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fpnj02w%2fpages%2f1/2855,2979,861,51/full/0/default.jpg
Vom	O	O
westlichen	O	O
Kriegsschauplatz	O	O
.	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fpnj02w%2fpages%2f1/3106,3031,569,50/full/0/default.jpg
Bon	O	O
de	O	O
?	O	O
Westfront	B-loc	O
.	O	O
>	O	O
»	O	O
«	O	O
'	O	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fpnj02w%2fpages%2f1/2891,3075,846,53/full/0/default.jpg
Der	O	O
Pariser	O	O
Berichterstatter	O	O
der	O	O
Züricher	B-org	O
Post	I-org	O
# segment_iiif_link = https://iiif.eluxemburgensia.lu/iiif/2/ark:%2f70795%2fpnj02w%2fpages%2f1/2832,3117,903,57/full/0/default.jpg
schreibt	O	O
,	O	O
da	O	O
nun	O	O
ein	O	O
zw	O	O
«	O	O
itcr	O	O
Abschnitt	O	O
der	O	O
