TOKEN	NE-COARSE-LIT	NE-COARSE-METO
rêviez	O	O
d	O	O
'	O	O
un	O	O
sphynx	O	O
,	O	O
vous	O	O
vous	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2290,3407,443,51/full/0/default.jpg
réveillez	O	O
,	O	O
et	O	O
il	O	O
est	O	O
devant	O	O
vous	O	O
.	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2329,3476,575,53/full/0/default.jpg
Mais	O	O
il	O	O
y	O	O
a	O	O
surtout	O	O
dans	O	O
l	O	O
'	O	O
aventure	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2288,3515,616,51/full/0/default.jpg
une	O	O
cause	O	O
noble	O	O
qu	O	O
'	O	O
il	O	O
faut	O	O
défendre	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2288,3555,620,51/full/0/default.jpg
et	O	O
éclairer	O	O
de	O	O
tous	O	O
les	O	O
feux	O	O
de	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2292,3593,614,53/full/0/default.jpg
l	O	O
'	O	O
information	O	O
:	O	O
celle	O	O
de	O	O
la	O	O
liberté	O	O
de	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2288,3632,619,51/full/0/default.jpg
l	O	O
'	O	O
individu	O	O
contre	O	O
la	O	O
tyrannie	O	O
du	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2290,3672,617,51/full/0/default.jpg
totalitarisme	O	O
,	O	O
prenant	O	O
ici	O	O
la	O	O
forme	O	O
de	O	O
la	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2290,3709,614,53/full/0/default.jpg
nonviolence	O	O
courageuse	O	O
contre	O	O
la	O	O
violence	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2290,3749,310,53/full/0/default.jpg
répressive	O	O
de	O	O
l	O	O
'	O	O
Etat	O	O
.	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2419,3870,360,66/full/0/default.jpg
Trois	O	O
Prix	O	O
Nobel	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2379,3922,437,68/full/0/default.jpg
pour	O	O
un	O	O
seul	O	O
éditeur	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2331,4043,575,53/full/0/default.jpg
«	O	O
Pays	O	O
de	O	O
Neige	O	O
»	O	O
,	O	O
publié	O	O
en	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2290,4082,614,51/full/0/default.jpg
traduction	O	O
française	O	O
par	O	O
Albin	B-pers	O
-	I-pers	O
Michel	I-pers	O
en	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2294,4122,610,51/full/0/default.jpg
1960	O	O
avait	O	O
,	O	O
il	O	O
faut	O	O
le	O	O
dire	O	O
,	O	O
bien	O	O
peu	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2290,4159,614,53/full/0/default.jpg
retenu	O	O
l	O	O
'	O	O
attention	O	O
.	O	O
Armel	B-pers	O
Guerne	I-pers	O
.	O	O
son	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2290,4199,613,53/full/0/default.jpg
adaptateur	O	O
,	O	O
m	O	O
'	O	O
en	O	O
avait	O	O
«	O	O
téléphoné	O	O
»	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2288,4238,618,51/full/0/default.jpg
les	O	O
mérites	O	O
:	O	O
un	O	O
frisson	O	O
nouveau	O	O
.	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2288,4278,614,51/full/0/default.jpg
C	O	O
'	O	O
était	O	O
vrai	O	O
.	O	O
Le	O	O
roman	O	O
m	O	O
'	O	O
a	O	O
laissé	O	O
la	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2288,4315,617,53/full/0/default.jpg
trace	O	O
d	O	O
'	O	O
une	O	O
blancheur	O	O
,	O	O
la	O	O
rayure	O	O
d	O	O
'	O	O
un	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2292,4355,104,51/full/0/default.jpg
cristal	O	O
.	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2331,4424,576,53/full/0/default.jpg
Mais	O	O
ce	O	O
frisson	O	O
peu	O	O
accordé	O	O
à	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2290,4463,616,51/full/0/default.jpg
notre	O	O
Occident	O	O
,	O	O
cette	O	O
voix	O	O
du	O	O
silence	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2290,4503,614,51/full/0/default.jpg
et	O	O
du	O	O
lointain	O	O
contraire	O	O
à	O	O
notre	O	O
vie	O	O
,	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2290,4540,406,53/full/0/default.jpg
le	O	O
courant	O	O
les	O	O
a	O	O
emportés	O	O
.	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2329,4609,573,51/full/0/default.jpg
II	O	O
y	O	O
a	O	O
chez	O	O
Kawabata	B-pers	O
.	O	O
Guy	B-pers	O
Dunmr	I-pers	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2288,4649,617,51/full/0/default.jpg
l	O	O
'	O	O
indique	O	O
,	O	O
une	O	O
attention	O	O
aux	O	O
objets	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2290,4686,614,53/full/0/default.jpg
qui	O	O
fait	O	O
penser	O	O
à	O	O
notre	O	O
«	O	O
nouveau	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2288,4726,617,53/full/0/default.jpg
roman	O	O
»	O	O
.	O	O
Mais	O	O
l	O	O
'	O	O
approche	O	O
en	O	O
est	O	O
bien	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2288,4765,616,51/full/0/default.jpg
différente	O	O
.	O	O
Les	O	O
objets	O	O
,	O	O
chez	O	O
Sarraute	B-pers	O
,	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2288,4805,616,51/full/0/default.jpg
chez	O	O
Robbe	B-pers	O
-	I-pers	O
Grillet	I-pers	O
,	O	O
sont	O	O
saisis	O	O
par	O	O
des	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2290,4842,614,53/full/0/default.jpg
moyens	O	O
que	O	O
ne	O	O
desavoueraient	O	O
pas	O	O
la	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2288,4882,614,51/full/0/default.jpg
géométrie	O	O
ou	O	O
la	O	O
statistique	O	O
.	O	O
En	O	O
cela	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2288,4922,616,51/full/0/default.jpg
leur	O	O
littérature	O	O
est	O	O
à	O	O
la	O	O
page	O	O
.	O	O
Tandis	B-pers	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2288,4959,614,53/full/0/default.jpg
que	O	O
chez	O	O
Kawabata	B-pers	O
les	O	O
objets	O	O
sont	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2285,4999,617,53/full/0/default.jpg
perçus	O	O
selon	O	O
l	O	O
'	O	O
angle	O	O
d	O	O
'	O	O
une	O	O
sensibilité	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2288,5038,614,51/full/0/default.jpg
toute	O	O
subjective	O	O
,	O	O
hors	O	O
du	O	O
temps	O	O
et	O	O
de	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2288,5078,216,51/full/0/default.jpg
notre	O	O
espace	O	O
.	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2329,5157,371,51/full/0/default.jpg
Kawabata	B-pers	O
est	O	O
un	O	O
poète	O	O
.	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2327,5222,575,53/full/0/default.jpg
L	O	O
'	O	O
attribution	O	O
qui	O	O
lui	O	O
a	O	O
été	O	O
faite	O	O
du	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2288,5261,614,53/full/0/default.jpg
Prix	O	O
Nobel	O	O
de	O	O
littérature	O	O
rejaillit	O	O
sur	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2288,5303,614,51/full/0/default.jpg
les	O	O
éditeurs	O	O
qui	O	O
l	O	O
'	O	O
ont	O	O
servi	O	O
,	O	O
en	O	O
France	B-loc	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2288,5342,614,51/full/0/default.jpg
Albin	B-pers	O
-	I-pers	O
Michel	I-pers	O
.	O	O
Celui	O	O
-	O	O
ci	O	O
vient	O	O
de	O	O
réussir	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2952,793,615,51/full/0/default.jpg
un	O	O
triplé	O	O
sans	O	O
précédent	O	O
et	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2952,832,615,51/full/0/default.jpg
probablement	O	O
sans	O	O
avenir	O	O
:	O	O
trois	O	O
Prix	O	O
Nobel	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2952,870,615,53/full/0/default.jpg
en	O	O
trois	O	O
années	O	O
successives	O	O
:	O	O
l	O	O
'	O	O
Israélien	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2954,909,614,51/full/0/default.jpg
Agnon	O	O
en	B-time	O
1966	I-time	O
,	O	O
le	O	O
Guatémaltèque	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2954,949,613,51/full/0/default.jpg
Asturias	O	O
en	B-time	O
1967	I-time	O
et	O	O
le	O	O
Japonais	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2954,986,387,53/full/0/default.jpg
Yanusari	O	O
Kawabata	B-pers	O
en	B-time	O
1968	I-time	O
!	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2985,1105,554,68/full/0/default.jpg
Les	O	O
maisons	O	O
de	O	O
la	O	O
culture	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/3181,1159,163,66/full/0/default.jpg
en	O	O
péril	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2996,1268,575,51/full/0/default.jpg
André	B-pers	O
Malraux	I-pers	O
a	O	O
des	O	O
difficultés	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2956,1307,615,51/full/0/default.jpg
avec	O	O
ses	O	O
maisons	O	O
de	O	O
la	O	O
culture	O	O
.	O	O
Celle	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2954,1345,617,53/full/0/default.jpg
de	O	O
Thonon	B-pers	O
n	O	O
'	O	O
en	O	O
est	O	O
plus	O	O
une	O	O
,	O	O
du	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2956,1384,614,51/full/0/default.jpg
moins	O	O
au	O	O
sens	O	O
national	O	O
et	O	O
officiel	O	O
du	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2956,1424,615,51/full/0/default.jpg
mot	O	O
.	O	O
Le	O	O
ministère	O	O
l	O	O
'	O	O
a	O	O
privée	O	O
de	O	O
cette	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2954,1461,617,53/full/0/default.jpg
qualification	O	O
.	O	O
Avec	O	O
ses	O	O
propres	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2956,1501,615,53/full/0/default.jpg
moyens	O	O
,	O	O
la	O	O
Municipalité	O	O
de	O	O
Thonon	B-pers	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2958,1540,615,51/full/0/default.jpg
reprend	O	O
cette	O	O
maison	O	O
et	O	O
entend	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2956,1580,617,51/full/0/default.jpg
maintenir	O	O
son	O	O
activité	O	O
,	O	O
forcément	O	O
réduite	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2956,1618,617,53/full/0/default.jpg
malgré	O	O
tout	O	O
,	O	O
sous	O	O
l	O	O
'	O	O
enseigne	O	O
de	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2956,1657,617,51/full/0/default.jpg
Centre	O	O
culturel	O	O
.	O	O
Il	O	O
ne	O	O
semble	O	O
pas	O	O
que	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2956,1697,617,51/full/0/default.jpg
l	O	O
'	O	O
on	O	O
ait	O	O
souhaité	O	O
à	O	O
Thonon	B-pers	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2956,1734,614,53/full/0/default.jpg
s	O	O
'	O	O
affranchir	O	O
de	O	O
cette	O	O
officialité	O	O
,	O	O
ce	O	O
qui	O	O
était	O	O
du	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2956,1774,615,53/full/0/default.jpg
même	O	O
coup	O	O
se	O	O
couper	O	O
des	O	O
moyens	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2958,1813,260,51/full/0/default.jpg
financiers	O	O
.	O	O
.	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2998,1884,575,51/full/0/default.jpg
En	O	O
revanche	O	O
,	O	O
la	O	O
Municipalité	O	O
de	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2956,1924,617,51/full/0/default.jpg
Caen	B-loc	O
,	O	O
mécontente	O	O
de	O	O
l	O	O
'	O	O
activité	O	O
de	O	O
Jo	B-pers	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2956,1961,617,53/full/0/default.jpg
Trehard	B-loc	O
à	O	O
la	O	O
tête	O	O
de	O	O
la	O	O
Maison	O	O
de	O	O
la	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2956,2001,617,53/full/0/default.jpg
culture	O	O
de	O	O
la	O	O
ville	O	O
(	O	O
Théâtre	O	O
national	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2956,2040,617,51/full/0/default.jpg
de	O	O
Caen	B-loc	O
)	O	O
,	O	O
a	O	O
souhaité	O	O
rompre	O	O
avec	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2956,2080,619,51/full/0/default.jpg
cette	O	O
politique	O	O
approuvée	O	O
par	O	O
Paris	B-loc	O
.	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2956,2118,613,53/full/0/default.jpg
On	O	O
a	O	O
donc	O	O
municipalisé	O	O
la	O	O
«	O	O
maison	O	O
>	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2956,2157,619,51/full/0/default.jpg
qui	O	O
pourra	O	O
offrir	O	O
au	O	O
public	O	O
le	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2958,2197,617,51/full/0/default.jpg
répertoire	O	O
qu	O	O
'	O	O
il	O	O
aime	O	O
,	O	O
et	O	O
dont	O	O
il	O	O
était	O	O
privé	O	O
,	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2956,2234,619,53/full/0/default.jpg
dit	O	O
-	O	O
on	O	O
,	O	O
au	O	O
profit	O	O
des	O	O
expériences	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2958,2274,415,53/full/0/default.jpg
d	O	O
'	O	O
avant	O	O
-	O	O
garde	O	O
de	O	O
Trehard	B-loc	O
.	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2998,2347,575,51/full/0/default.jpg
Ce	O	O
dernier	O	O
garde	O	O
sa	O	O
compagnie	O	O
,	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2958,2384,615,53/full/0/default.jpg
qui	O	O
devient	O	O
Centre	O	O
dramatique	O	O
et	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2958,2424,615,53/full/0/default.jpg
rayonnera	O	O
comme	O	O
tel	O	O
à	O	O
travers	O	O
la	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2960,2463,186,51/full/0/default.jpg
Normandie	O	O
.	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/3173,2582,194,66/full/0/default.jpg
La	O	O
danse	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/3058,2634,421,68/full/0/default.jpg
aux	O	O
Champs	B-loc	O
-	I-loc	O
Elysées	I-loc	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/3000,2742,577,51/full/0/default.jpg
Le	O	O
Ballet	O	O
de	O	O
l	O	O
'	O	O
Opéra	B-org	O
de	I-org	O
Vienne	I-org	O
a	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2958,2782,617,51/full/0/default.jpg
ouvert	O	O
le	O	O
Vie	O	O
Festival	O	O
international	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2960,2820,615,53/full/0/default.jpg
de	O	O
danse	O	O
de	O	O
Paris	B-loc	O
.	O	O
On	O	O
y	O	O
verra	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2958,2859,617,51/full/0/default.jpg
notamment	O	O
,	O	O
dès	O	O
le	O	O
5	O	O
novembre	O	O
,	O	O
The	O	O
Dancer	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2960,2899,617,51/full/0/default.jpg
Theater	O	O
of	O	O
Alwin	B-pers	O
Nikoldis	I-pers	O
,	O	O
troupe	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2960,2936,615,53/full/0/default.jpg
américaine	O	O
dont	O	O
il	O	O
a	O	O
été	O	O
question	O	O
dans	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2960,2976,615,53/full/0/default.jpg
notre	O	O
dernier	O	O
numéro	O	O
de	O	O
la	O	O
«	O	O
Gazette	B-prod	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2960,3015,175,51/full/0/default.jpg
littéraire	O	O
»	O	O
.	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/3000,3084,576,51/full/0/default.jpg
D	O	O
'	O	O
année	O	O
en	O	O
année	O	O
,	O	O
ce	O	O
festival	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2960,3124,618,51/full/0/default.jpg
s	O	O
'	O	O
affirme	O	O
.	O	O
Innovation	O	O
:	O	O
chaque	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2960,3161,619,53/full/0/default.jpg
compagnie	O	O
se	O	O
présente	O	O
au	O	O
cours	O	O
de	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2960,3201,615,53/full/0/default.jpg
rences	O	O
-	O	O
démonstrations	O	O
qui	O	O
ont	O	O
lieu	O	O
en	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2960,3240,615,51/full/0/default.jpg
fin	O	O
d	O	O
'	O	O
après	O	O
-	O	O
midi	O	O
,	O	O
avant	O	O
la	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2960,3280,192,51/full/0/default.jpg
représentation	O	O
du	O	O
soir	O	O
.	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/3135,3386,267,66/full/0/default.jpg
Rétrospective	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/3069,3438,404,68/full/0/default.jpg
pour	O	O
un	O	O
Américain	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/3002,3549,575,51/full/0/default.jpg
Rauschcnberg	O	O
est	O	O
l	O	O
'	O	O
artiste	O	O
du	O	O
mois	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2960,3586,619,53/full/0/default.jpg
à	O	O
Paris	B-loc	O
.	O	O
Alors	O	O
que	O	O
la	O	O
Galerie	B-org	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2962,3626,615,53/full/0/default.jpg
Sonnabend	O	O
expose	O	O
cinquante	O	O
dessins	O	O
de	O	O
ce	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2962,3665,615,51/full/0/default.jpg
genre	O	O
,	O	O
le	O	O
Musée	O	O
municipal	O	O
d	O	O
'	O	O
art	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2962,3705,615,51/full/0/default.jpg
moderne	O	O
lui	O	O
consacre	O	O
une	O	O
importante	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2962,3743,613,53/full/0/default.jpg
exposition	O	O
.	O	O
Rauschenberg	B-loc	O
est	O	O
le	O	O
premier	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2962,3782,615,51/full/0/default.jpg
peintre	O	O
de	O	O
la	O	O
nouvelle	O	O
génération	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2960,3822,619,51/full/0/default.jpg
américaine	O	O
à	O	O
bénéficier	O	O
d	O	O
'	O	O
une	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2962,3859,448,53/full/0/default.jpg
rétrospective	O	O
dans	O	O
un	O	O
musée	O	O
parisien	O	O
.	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/3002,3930,574,51/full/0/default.jpg
En	O	O
sculpture	O	O
,	O	O
Calder	B-pers	O
chez	O	O
Maeght	B-pers	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2962,3970,477,51/full/0/default.jpg
et	O	O
Stahly	B-pers	O
à	O	O
la	O	O
Galerie	B-org	O
Speyers	O	O
.	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/3000,4034,575,53/full/0/default.jpg
Le	O	O
music	O	O
-	O	O
hall	O	O
vaut	O	O
ce	O	O
que	O	O
valent	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2960,4074,618,53/full/0/default.jpg
ses	O	O
vedettes	O	O
.	O	O
Au	O	O
théâtre	O	O
,	O	O
ce	O	O
sont	O	O
les	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2960,4113,617,51/full/0/default.jpg
œuvres	O	O
qui	O	O
font	O	O
la	O	O
ligne	O	O
,	O	O
c	O	O
'	O	O
est	O	O
plus	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2960,4153,615,51/full/0/default.jpg
sûr	O	O
tout	O	O
de	O	O
même	O	O
;	O	O
quand	O	O
les	O	O
Jouvet	O	O
# segment_iiif_link = https://iiif.dhlab.epfl.ch/iiif_impresso/GDL-1968-11-02-a-p0022/2960,4190,617,53/full/0/default.jpg
s	O	O
'	O	O
en	O	O
vont	O	O
,	O	O
les	O	O
Giraudoux	O	O
restent	O	O
